user_id,first_name,last_name,age,city,reg_date,plan,churn_date
10968,Ana,Garcia,79,Bogotá,2022-09-23 01:21:01.215303828,Premium,
10969,Ana,Ramirez,71,CDMX,2022-09-23 07:55:19.129782448,Premium,"1,73275E+18"
10970,Mateo,Torres,53,CDMX,2022-09-23 14:29:37.044261068,Premium,
10971,Carlos,Torres,56,CDMX,2022-09-23 21:03:54.958739688,Basico,"1,7337E+18"
10972,Ana,Ramirez,70,GDL,2022-09-24 03:38:12.873218304,Premium,
10973,Carlos,Garcia,43,Bogotá,2022-09-24 10:12:30.787696924,Basico,
10974,Luis,Ramirez,31,,2022-09-24 16:46:48.702175544,Basico,
10975,Sofia,Garcia,56,Medellín,2022-09-24 23:21:06.616654164,Basico,
10976,Ana,Lopez,73,CDMX,2022-09-25 05:55:24.531132784,Basico,
10977,Mateo,Ramirez,57,Bogotá,2022-09-25 12:29:42.445611404,Premium,
10978,Luis,Garcia,18,Bogotá,2022-09-25 19:04:00.360090024,Premium,
10979,Carlos,Ramirez,73,CDMX,2022-09-26 01:38:18.274568644,Basico,
10980,Mariana,Ramirez,71,,2022-09-26 08:12:36.189047264,Basico,
10981,Luis,Garcia,21,Bogotá,2022-09-26 14:46:54.103525884,Basico,
10982,Ana,Garcia,78,,2022-09-26 21:21:12.018004504,Basico,
10983,Carlos,Gomez,47,Bogotá,2022-09-27 03:55:29.932483124,Basico,"1,71996E+18"
10984,Sofia,Ramirez,29,Medellín,2022-09-27 10:29:47.846961740,Basico,
10985,Luis,Torres,73,CDMX,2022-09-27 17:04:05.761440360,Premium,
10986,Ana,Ramirez,52,Bogotá,2026-05-10 00:00:00.000000000,Premium,"1,71746E+18"
10987,Mateo,Ramirez,30,GDL,2022-09-28 06:12:41.590397600,Premium,
10988,Mariana,Garcia,69,Cali,2022-09-28 12:46:59.504876220,Premium,
10989,Carlos,Ramirez,48,Cali,2022-09-28 19:21:17.419354840,Premium,
10990,Luis,Ramirez,55,Cali,2022-09-29 01:55:35.333833460,Basico,
10991,Luis,Torres,60,Medellín,2022-09-29 08:29:53.248312080,Premium,
10992,Sofia,Garcia,40,Cali,2022-09-29 15:04:11.162790700,Basico,
10993,Sofia,Ramirez,21,GDL,2022-09-29 21:38:29.077269320,Premium,
10994,Mateo,Lopez,69,Bogotá,2022-09-30 04:12:46.991747940,Basico,"1,73154E+18"
10995,Mariana,Gomez,33,Medellín,2022-09-30 10:47:04.906226556,Premium,
10996,Mateo,Torres,24,Medellín,2022-09-30 17:21:22.820705176,Basico,"1,72351E+18"
10997,Ana,Ramirez,39,Medellín,2022-09-30 23:55:40.735183796,Basico,
10998,Ana,Lopez,46,GDL,2022-10-01 06:29:58.649662416,Basico,
10999,Mateo,Ramirez,28,CDMX,2022-10-01 13:04:16.564141036,Basico,
11000,Mariana,Ramirez,73,,2022-10-01 19:38:34.478619656,Premium,
11001,Mateo,Garcia,50,Bogotá,2022-10-02 02:12:52.393098276,Basico,
11002,Mariana,Garcia,75,CDMX,2022-10-02 08:47:10.307576896,Basico,
11003,Mariana,Garcia,46,Cali,2022-10-02 15:21:28.222055516,Premium,
11004,Carlos,Lopez,76,,2022-10-02 21:55:46.136534136,Basico,
11005,Mariana,Ramirez,56,CDMX,2022-10-03 04:30:04.051012756,Basico,
11006,Sofia,Gomez,29,Cali,2022-10-03 11:04:21.965491376,Basico,
11007,Mariana,Torres,24,,2022-10-03 17:38:39.879969992,Basico,
11008,Mariana,Garcia,76,,2022-10-04 00:12:57.794448612,Premium,
11009,Mariana,Garcia,72,,2022-10-04 06:47:15.708927232,Premium,
11010,Ana,Ramirez,56,Bogotá,2022-10-04 13:21:33.623405852,Premium,
11011,Sofia,Ramirez,59,MTY,2022-10-04 19:55:51.537884472,Basico,
11012,Sofia,Lopez,79,CDMX,2022-10-05 02:30:09.452363092,Basico,
11013,Mateo,Lopez,65,CDMX,2022-10-05 09:04:27.366841712,Basico,
11014,Carlos,Garcia,43,Bogotá,2022-10-05 15:38:45.281320332,Premium,
11015,Mariana,Ramirez,57,MTY,2022-10-05 22:13:03.195798952,Basico,
11016,Luis,Gomez,26,GDL,2022-10-06 04:47:21.110277572,Basico,
11017,Carlos,Torres,58,MTY,2022-10-06 11:21:39.024756192,Basico,
11018,Carlos,Ramirez,51,CDMX,2022-10-06 17:55:56.939234812,Basico,
11019,Sofia,Ramirez,62,Cali,2022-10-07 00:30:14.853713428,Premium,
11020,Carlos,Lopez,30,GDL,2022-10-07 07:04:32.768192048,Basico,
11021,Mariana,Torres,72,Bogotá,2022-10-07 13:38:50.682670668,Basico,
11022,Mariana,Garcia,72,Bogotá,2022-10-07 20:13:08.597149288,Basico,
11023,Ana,Ramirez,53,CDMX,2022-10-08 02:47:26.511627908,Premium,
11024,Mariana,Garcia,42,,2022-10-08 09:21:44.426106528,Basico,
11025,Mariana,Ramirez,41,Bogotá,2022-10-08 15:56:02.340585148,Basico,
11026,Sofia,Garcia,61,MTY,2022-10-08 22:30:20.255063768,Basico,
11027,Mariana,Torres,34,CDMX,2022-10-09 05:04:38.169542388,Basico,
11028,Ana,Lopez,19,MTY,2022-10-09 11:38:56.084021008,Premium,
11029,Luis,Torres,30,CDMX,2022-10-09 18:13:13.998499628,Basico,
11030,Sofia,Gomez,48,MTY,2022-10-10 00:47:31.912978244,Premium,
11031,Luis,Lopez,46,Bogotá,2022-10-10 07:21:49.827456864,Basico,
11032,Sofia,Torres,67,?,2022-10-10 13:56:07.741935484,Premium,
11033,Mateo,Gomez,45,Medellín,2022-10-10 20:30:25.656414104,Premium,
11034,Carlos,Ramirez,77,CDMX,2022-10-11 03:04:43.570892724,Basico,"1,71988E+18"
11035,Mateo,Ramirez,44,CDMX,2022-10-11 09:39:01.485371344,Premium,
11036,Mariana,Garcia,32,Bogotá,2022-10-11 16:13:19.399849964,Basico,
11037,Luis,Lopez,48,GDL,2022-10-11 22:47:37.314328584,Basico,"1,71996E+18"
11038,Mariana,Ramirez,57,CDMX,2022-10-12 05:21:55.228807204,Basico,
11039,Carlos,Lopez,32,Cali,2022-10-12 11:56:13.143285824,Basico,"1,72126E+18"
11040,Sofia,Ramirez,50,CDMX,2022-10-12 18:30:31.057764444,Premium,
11041,Carlos,Garcia,37,Cali,2022-10-13 01:04:48.972243064,Basico,"1,73249E+18"
11042,Ana,Torres,59,CDMX,2022-10-13 07:39:06.886721680,Premium,"1,72696E+18"
11043,Carlos,Garcia,29,,2022-10-13 14:13:24.801200300,Basico,
11044,Ana,Gomez,54,Medellín,2022-10-13 20:47:42.715678920,Basico,
11045,Carlos,Ramirez,26,Medellín,2022-10-14 03:22:00.630157540,Premium,
11046,Ana,Gomez,40,CDMX,2022-10-14 09:56:18.544636160,Premium,
11047,Luis,Gomez,25,?,2026-05-10 00:00:00.000000000,Basico,
11048,Mariana,Lopez,49,Cali,2022-10-14 23:04:54.373593400,Premium,
11049,Mariana,Ramirez,65,Medellín,2022-10-15 05:39:12.288072020,Premium,
11050,Mateo,Gomez,31,Bogotá,2022-10-15 12:13:30.202550640,Basico,
11051,Mariana,Torres,44,Medellín,2022-10-15 18:47:48.117029260,Basico,
11052,Sofia,Gomez,42,CDMX,2022-10-16 01:22:06.031507880,Basico,
11053,Carlos,Torres,30,Bogotá,2022-10-16 07:56:23.945986500,Basico,
11054,Mateo,Lopez,72,Cali,2022-10-16 14:30:41.860465116,Basico,
11055,Sofia,Gomez,38,MTY,2022-10-16 21:04:59.774943736,Basico,
11056,Sofia,Garcia,62,CDMX,2022-10-17 03:39:17.689422356,Basico,
11057,Ana,Lopez,48,Bogotá,2022-10-17 10:13:35.603900976,Premium,
11058,Mariana,Torres,54,Medellín,2022-10-17 16:47:53.518379596,Premium,
11059,Luis,Lopez,65,CDMX,2022-10-17 23:22:11.432858216,Basico,
11060,Luis,Gomez,75,GDL,2022-10-18 05:56:29.347336836,Basico,
11061,Mateo,Ramirez,60,CDMX,2022-10-18 12:30:47.261815456,Basico,
11062,Luis,Ramirez,71,Cali,2022-10-18 19:05:05.176294076,Basico,
11063,Carlos,Torres,22,CDMX,2022-10-19 01:39:23.090772696,Basico,
11064,Luis,Torres,30,Medellín,2022-10-19 08:13:41.005251316,Basico,
11065,Mateo,Ramirez,45,MTY,2022-10-19 14:47:58.919729932,Basico,
11066,Luis,Torres,60,Cali,2022-10-19 21:22:16.834208552,Premium,
11067,Carlos,Lopez,42,,2022-10-20 03:56:34.748687172,Premium,
11068,Ana,Garcia,68,CDMX,2022-10-20 10:30:52.663165792,Premium,
11069,Mateo,Garcia,52,MTY,2022-10-20 17:05:10.577644412,Premium,
11070,Ana,Lopez,64,Cali,2022-10-20 23:39:28.492123032,Basico,
11071,Ana,Garcia,56,GDL,2022-10-21 06:13:46.406601652,Basico,
11072,Ana,Gomez,24,GDL,2022-10-21 12:48:04.321080272,Premium,
11073,Sofia,Lopez,55,Cali,2022-10-21 19:22:22.235558892,Premium,
11074,Mariana,Torres,49,,2022-10-22 01:56:40.150037512,Basico,
11075,Sofia,Lopez,20,Bogotá,2022-10-22 08:30:58.064516132,Basico,
11076,Mariana,Ramirez,79,GDL,2022-10-22 15:05:15.978994752,Basico,
11077,Ana,Torres,62,MTY,2022-10-22 21:39:33.893473368,Basico,
11078,Mateo,Ramirez,56,CDMX,2022-10-23 04:13:51.807951988,Basico,
11079,Mariana,Torres,54,Cali,2022-10-23 10:48:09.722430608,Basico,
11080,Carlos,Garcia,72,Cali,2022-10-23 17:22:27.636909228,Basico,
11081,Carlos,Lopez,67,?,2022-10-23 23:56:45.551387848,Basico,
11082,Luis,Gomez,39,CDMX,2022-10-24 06:31:03.465866468,Basico,
11083,Mariana,Torres,79,Bogotá,2022-10-24 13:05:21.380345088,Premium,
11084,Mateo,Torres,25,GDL,2022-10-24 19:39:39.294823708,Basico,
11085,Sofia,Ramirez,34,MTY,2022-10-25 02:13:57.209302328,Basico,"1,7204E+18"
11086,Ana,Garcia,69,Cali,2022-10-25 08:48:15.123780948,Basico,
11087,Luis,Ramirez,44,GDL,2022-10-25 15:22:33.038259568,Premium,
11088,Carlos,Ramirez,50,Medellín,2022-10-25 21:56:50.952738184,Basico,
11089,Sofia,Garcia,63,Medellín,2022-10-26 04:31:08.867216804,Basico,
11090,Sofia,Gomez,34,,2022-10-26 11:05:26.781695424,Basico,
11091,Ana,Ramirez,59,Cali,2022-10-26 17:39:44.696174044,Basico,
11092,Mariana,Ramirez,29,Cali,2022-10-27 00:14:02.610652664,Basico,
11093,Carlos,Torres,65,Bogotá,2022-10-27 06:48:20.525131284,Basico,
11094,Mateo,Garcia,63,GDL,2022-10-27 13:22:38.439609904,Premium,
11095,Sofia,Lopez,79,Bogotá,2022-10-27 19:56:56.354088524,Premium,
11096,Ana,Gomez,44,Bogotá,2022-10-28 02:31:14.268567144,Premium,
11097,Mateo,Gomez,65,Medellín,2022-10-28 09:05:32.183045764,Basico,"1,73517E+18"
11098,Mariana,Garcia,25,Medellín,2022-10-28 15:39:50.097524384,Premium,"1,73163E+18"
11099,Carlos,Torres,40,MTY,2022-10-28 22:14:08.012003004,Basico,
11100,Mariana,Torres,77,GDL,2022-10-29 04:48:25.926481620,Basico,
11101,Sofia,Garcia,59,CDMX,2022-10-29 11:22:43.840960240,Premium,"1,73042E+18"
11102,Mateo,Torres,78,Medellín,2022-10-29 17:57:01.755438860,Basico,
11103,Mateo,Gomez,66,Medellín,2022-10-30 00:31:19.669917480,Basico,
11104,Mateo,Gomez,76,Medellín,2022-10-30 07:05:37.584396100,Basico,
11105,Sofia,Lopez,79,MTY,2022-10-30 13:39:55.498874720,Basico,
11106,Sofia,Garcia,46,GDL,2022-10-30 20:14:13.413353340,Premium,
11107,Mariana,Ramirez,67,Cali,2022-10-31 02:48:31.327831960,Basico,
11108,Luis,Ramirez,37,Cali,2022-10-31 09:22:49.242310580,Basico,
11109,Mariana,Lopez,33,Bogotá,2022-10-31 15:57:07.156789200,Basico,
11110,Carlos,Lopez,34,Medellín,2022-10-31 22:31:25.071267820,Premium,
11111,Ana,Torres,33,MTY,2022-11-01 05:05:42.985746440,Basico,
11112,Mateo,Lopez,36,Medellín,2022-11-01 11:40:00.900225056,Basico,
11113,Luis,Lopez,73,Cali,2022-11-01 18:14:18.814703676,Premium,
11114,Ana,Ramirez,73,Medellín,2022-11-02 00:48:36.729182296,Basico,
11115,Luis,Torres,25,Bogotá,2022-11-02 07:22:54.643660916,Basico,
11116,Mariana,Lopez,55,Bogotá,2022-11-02 13:57:12.558139536,Premium,
11117,Sofia,Lopez,55,Medellín,2022-11-02 20:31:30.472618156,Basico,
11118,Mateo,Torres,70,Medellín,2022-11-03 03:05:48.387096776,Premium,"1,71772E+18"
11119,Mariana,Garcia,46,Bogotá,2022-11-03 09:40:06.301575396,Basico,"1,71815E+18"
11120,Ana,Torres,58,Medellín,2022-11-03 16:14:24.216054016,Premium,"1,72437E+18"
11121,Ana,Ramirez,53,CDMX,2022-11-03 22:48:42.130532636,Premium,
11122,Ana,Garcia,43,,2022-11-04 05:23:00.045011256,Basico,
11123,Ana,Gomez,48,Cali,2022-11-04 11:57:17.959489872,Basico,
11124,Ana,Torres,61,MTY,2022-11-04 18:31:35.873968492,Premium,
11125,Luis,Ramirez,77,Bogotá,2022-11-05 01:05:53.788447112,Basico,
11126,Mariana,Garcia,29,CDMX,2022-11-05 07:40:11.702925732,Basico,
11127,Mateo,Torres,72,CDMX,2022-11-05 14:14:29.617404352,Basico,
11128,Sofia,Lopez,34,GDL,2022-11-05 20:48:47.531882972,Premium,
11129,Sofia,Torres,32,Medellín,2022-11-06 03:23:05.446361592,Premium,
11130,Mariana,Gomez,26,?,2022-11-06 09:57:23.360840212,Basico,"1,72195E+18"
11131,Mariana,Torres,56,Bogotá,2022-11-06 16:31:41.275318832,Basico,"1,71798E+18"
11132,Sofia,Garcia,59,Bogotá,2022-11-06 23:05:59.189797452,Premium,
11133,Sofia,Garcia,65,Bogotá,2022-11-07 05:40:17.104276072,Premium,
11134,Luis,Torres,29,CDMX,2022-11-07 12:14:35.018754692,Basico,
11135,Carlos,Garcia,49,CDMX,2022-11-07 18:48:52.933233308,Premium,
11136,Mateo,Lopez,42,Cali,2022-11-08 01:23:10.847711928,Premium,
11137,Ana,Torres,56,,2022-11-08 07:57:28.762190548,Basico,
11138,Carlos,Lopez,35,Bogotá,2022-11-08 14:31:46.676669168,Premium,"1,73327E+18"
11139,Mariana,Lopez,32,Medellín,2022-11-08 21:06:04.591147788,Basico,
11140,Sofia,Ramirez,49,,2022-11-09 03:40:22.505626408,Basico,
11141,Carlos,Torres,23,CDMX,2022-11-09 10:14:40.420105028,Basico,
11142,Mateo,Garcia,75,Cali,2022-11-09 16:48:58.334583648,Premium,
11143,Mariana,Lopez,61,Medellín,2022-11-09 23:23:16.249062268,Premium,
11144,Ana,Ramirez,60,Bogotá,2022-11-10 05:57:34.163540888,Basico,
11145,Ana,Torres,69,GDL,2022-11-10 12:31:52.078019508,Basico,
11146,Mateo,Torres,52,Medellín,2022-11-10 19:06:09.992498128,Basico,
11147,Mateo,Gomez,51,Cali,2022-11-11 01:40:27.906976744,Premium,
11148,Sofia,Gomez,55,CDMX,2022-11-11 08:14:45.821455364,Premium,
11149,Ana,Lopez,73,Bogotá,2022-11-11 14:49:03.735933984,Basico,
11150,Mariana,Gomez,71,CDMX,2022-11-11 21:23:21.650412604,Basico,
11151,Carlos,Lopez,74,?,2022-11-12 03:57:39.564891224,Basico,"1,72066E+18"
11152,Mariana,Garcia,79,Bogotá,2022-11-12 10:31:57.479369844,Basico,
11153,Luis,Lopez,22,Cali,2022-11-12 17:06:15.393848464,Basico,
11154,Luis,Gomez,35,MTY,2022-11-12 23:40:33.308327084,Premium,
11155,Mateo,Garcia,33,CDMX,2022-11-13 06:14:51.222805704,Basico,
11156,Sofia,Gomez,25,CDMX,2022-11-13 12:49:09.137284324,Premium,
11157,Luis,Lopez,42,GDL,2022-11-13 19:23:27.051762944,Basico,
11158,Ana,Ramirez,49,GDL,2022-11-14 01:57:44.966241560,Basico,
11159,Mariana,Torres,79,Bogotá,2022-11-14 08:32:02.880720180,Basico,
11160,Mariana,Gomez,43,CDMX,2022-11-14 15:06:20.795198800,Basico,
11161,Mateo,Lopez,69,Bogotá,2022-11-14 21:40:38.709677420,Basico,"1,72515E+18"
11162,Carlos,Garcia,39,MTY,2022-11-15 04:14:56.624156040,Premium,
11163,Mateo,Gomez,48,Bogotá,2022-11-15 10:49:14.538634660,Basico,
11164,Carlos,Gomez,60,Medellín,2022-11-15 17:23:32.453113280,Premium,
11165,Mateo,Torres,27,Medellín,2022-11-15 23:57:50.367591900,Basico,
11166,Mateo,Lopez,73,,2022-11-16 06:32:08.282070520,Basico,
11167,Mateo,Ramirez,74,CDMX,2022-11-16 13:06:26.196549140,Basico,
11168,Carlos,Garcia,29,Bogotá,2022-11-16 19:40:44.111027760,Premium,
11169,Carlos,Lopez,70,Bogotá,2022-11-17 02:15:02.025506380,Basico,
11170,Mateo,Garcia,45,Bogotá,2022-11-17 08:49:19.939984996,Basico,
11171,Luis,Gomez,23,Medellín,2022-11-17 15:23:37.854463616,Premium,
11172,Sofia,Torres,76,Bogotá,2022-11-17 21:57:55.768942236,Basico,
11173,Sofia,Torres,37,Bogotá,2022-11-18 04:32:13.683420856,Premium,"1,72584E+18"
11174,Sofia,Ramirez,22,Bogotá,2022-11-18 11:06:31.597899476,Basico,
11175,Carlos,Torres,40,,2022-11-18 17:40:49.512378096,Premium,
11176,Carlos,Gomez,26,,2022-11-19 00:15:07.426856716,Basico,
11177,Luis,Ramirez,75,MTY,2022-11-19 06:49:25.341335336,Premium,
11178,Sofia,Lopez,76,CDMX,2022-11-19 13:23:43.255813956,Basico,
11179,Sofia,Torres,46,Cali,2022-11-19 19:58:01.170292576,Basico,
11180,Mateo,Ramirez,33,,2022-11-20 02:32:19.084771196,Basico,
11181,Carlos,Gomez,71,GDL,2022-11-20 09:06:36.999249816,Basico,
11182,Sofia,Garcia,63,MTY,2022-11-20 15:40:54.913728432,Premium,
11183,Mariana,Garcia,39,,2022-11-20 22:15:12.828207052,Basico,"1,72679E+18"
11184,Luis,Gomez,25,Medellín,2022-11-21 04:49:30.742685672,Basico,
11185,Mariana,Gomez,76,GDL,2022-11-21 11:23:48.657164292,Basico,
11186,Mariana,Garcia,37,Bogotá,2022-11-21 17:58:06.571642912,Basico,"1,71841E+18"
11187,Luis,Ramirez,68,,2022-11-22 00:32:24.486121532,Basico,
11188,Mariana,Garcia,31,Cali,2022-11-22 07:06:42.400600152,Basico,
11189,Sofia,Gomez,56,Medellín,2022-11-22 13:41:00.315078772,Premium,"1,72385E+18"
11190,Carlos,Torres,54,Medellín,2022-11-22 20:15:18.229557392,Premium,
11191,Luis,Lopez,67,CDMX,2022-11-23 02:49:36.144036012,Basico,"1,72688E+18"
11192,Mateo,Torres,51,Cali,2022-11-23 09:23:54.058514632,Premium,
11193,Mariana,Torres,28,GDL,2022-11-23 15:58:11.972993248,Basico,
11194,Luis,Gomez,71,,2022-11-23 22:32:29.887471868,Basico,
11195,Ana,Garcia,57,MTY,2022-11-24 05:06:47.801950488,Basico,
11196,Ana,Ramirez,50,?,2022-11-24 11:41:05.716429108,Basico,"1,72282E+18"
11197,Carlos,Torres,48,GDL,2022-11-24 18:15:23.630907728,Basico,"1,72636E+18"
11198,Sofia,Garcia,76,Bogotá,2022-11-25 00:49:41.545386348,Premium,"1,735E+18"
11199,Carlos,Ramirez,71,CDMX,2022-11-25 07:23:59.459864968,Premium,
11200,Carlos,Torres,61,Medellín,2022-11-25 13:58:17.374343588,Basico,
11201,Carlos,Ramirez,51,Cali,2022-11-25 20:32:35.288822208,Basico,
11202,Carlos,Garcia,67,Medellín,2022-11-26 03:06:53.203300828,Premium,
11203,Mateo,Lopez,24,Bogotá,2022-11-26 09:41:11.117779448,Basico,
11204,Mateo,Garcia,75,CDMX,2022-11-26 16:15:29.032258068,Premium,
11205,Luis,Gomez,66,,2022-11-26 22:49:46.946736684,Basico,
11206,Ana,Ramirez,71,Medellín,2022-11-27 05:24:04.861215304,Basico,
11207,Carlos,Lopez,79,Medellín,2022-11-27 11:58:22.775693924,Basico,"1,71763E+18"
11208,Luis,Ramirez,40,Cali,2022-11-27 18:32:40.690172544,Premium,
11209,Ana,Ramirez,63,Medellín,2022-11-28 01:06:58.604651164,Premium,
11210,Mariana,Torres,73,Bogotá,2026-05-10 00:00:00.000000000,Basico,
11211,Sofia,Gomez,24,Medellín,2022-11-28 14:15:34.433608404,Premium,
11212,Mateo,Ramirez,71,Medellín,2022-11-28 20:49:52.348087024,Basico,
11213,Mariana,Garcia,42,?,2022-11-29 03:24:10.262565644,Basico,"1,72541E+18"
11214,Ana,Garcia,78,Cali,2022-11-29 09:58:28.177044264,Premium,
11215,Mariana,Torres,20,CDMX,2022-11-29 16:32:46.091522884,Basico,
11216,Sofia,Gomez,76,MTY,2022-11-29 23:07:04.006001504,Basico,"1,71789E+18"
11217,Ana,Gomez,55,CDMX,2022-11-30 05:41:21.920480120,Basico,
11218,Mariana,Garcia,37,CDMX,2022-11-30 12:15:39.834958740,Premium,
11219,Mateo,Lopez,51,Medellín,2022-11-30 18:49:57.749437360,Premium,
11220,Mateo,Torres,66,?,2022-12-01 01:24:15.663915980,Premium,
11221,Luis,Torres,61,CDMX,2022-12-01 07:58:33.578394600,Basico,
11222,Mariana,Garcia,61,Bogotá,2022-12-01 14:32:51.492873220,Premium,
11223,Carlos,Garcia,47,,2022-12-01 21:07:09.407351840,Basico,
11224,Mariana,Lopez,34,Cali,2022-12-02 03:41:27.321830460,Premium,
11225,Ana,Lopez,76,Bogotá,2022-12-02 10:15:45.236309080,Basico,
11226,Ana,Gomez,27,Cali,2022-12-02 16:50:03.150787700,Basico,
11227,Mariana,Torres,52,Bogotá,2022-12-02 23:24:21.065266320,Basico,"1,7248E+18"
11228,Sofia,Torres,37,CDMX,2022-12-03 05:58:38.979744936,Premium,
11229,Mateo,Garcia,35,CDMX,2022-12-03 12:32:56.894223556,Premium,
11230,Ana,Gomez,62,GDL,2022-12-03 19:07:14.808702176,Basico,
11231,Mateo,Torres,61,MTY,2022-12-04 01:41:32.723180796,Basico,
11232,Ana,Gomez,44,,2022-12-04 08:15:50.637659416,Premium,
11233,Luis,Gomez,76,Cali,2022-12-04 14:50:08.552138036,Basico,"1,71858E+18"
11234,Carlos,Garcia,79,Bogotá,2022-12-04 21:24:26.466616656,Premium,"1,73163E+18"
11235,Ana,Gomez,76,Bogotá,2022-12-05 03:58:44.381095276,Premium,"1,72299E+18"
11236,Mateo,Lopez,66,GDL,2022-12-05 10:33:02.295573896,Basico,
11237,Luis,Lopez,53,Medellín,2022-12-05 17:07:20.210052516,Basico,"1,7312E+18"
11238,Ana,Ramirez,-999,Cali,2022-12-05 23:41:38.124531136,Basico,
11239,Sofia,Garcia,40,GDL,2022-12-06 06:15:56.039009756,Basico,
11240,Carlos,Ramirez,49,CDMX,2022-12-06 12:50:13.953488372,Basico,
11241,Ana,Lopez,27,Medellín,2022-12-06 19:24:31.867966992,Premium,
11242,Luis,Ramirez,28,Bogotá,2022-12-07 01:58:49.782445612,Basico,
11243,Sofia,Garcia,55,Bogotá,2022-12-07 08:33:07.696924232,Basico,
11244,Mariana,Garcia,23,Medellín,2022-12-07 15:07:25.611402852,Premium,
11245,Luis,Gomez,76,Bogotá,2022-12-07 21:41:43.525881472,Premium,"1,72981E+18"
11246,Luis,Torres,58,GDL,2022-12-08 04:16:01.440360092,Premium,
11247,Sofia,Gomez,79,MTY,2022-12-08 10:50:19.354838712,Basico,
11248,Luis,Garcia,64,Bogotá,2022-12-08 17:24:37.269317332,Premium,
11249,Sofia,Lopez,51,,2022-12-08 23:58:55.183795952,Premium,
11250,Ana,Lopez,53,,2022-12-09 06:33:13.098274572,Basico,
11251,Sofia,Gomez,54,,2022-12-09 13:07:31.012753188,Basico,
11252,Sofia,Garcia,34,Medellín,2022-12-09 19:41:48.927231808,Basico,
11253,Carlos,Lopez,57,Bogotá,2022-12-10 02:16:06.841710428,Premium,
11254,Sofia,Garcia,57,Medellín,2022-12-10 08:50:24.756189048,Basico,
11255,Sofia,Lopez,71,,2022-12-10 15:24:42.670667668,Premium,
11256,Mariana,Garcia,29,GDL,2022-12-10 21:59:00.585146288,Premium,
11257,Ana,Ramirez,38,Bogotá,2022-12-11 04:33:18.499624908,Basico,
11258,Carlos,Garcia,57,Medellín,2022-12-11 11:07:36.414103528,Basico,"1,73051E+18"
11259,Mariana,Garcia,36,Medellín,2022-12-11 17:41:54.328582148,Basico,
11260,Mateo,Gomez,20,GDL,2022-12-12 00:16:12.243060768,Basico,
11261,Ana,Ramirez,35,Bogotá,2022-12-12 06:50:30.157539388,Premium,
11262,Ana,Torres,70,Cali,2022-12-12 13:24:48.072018008,Premium,
11263,Mateo,Gomez,68,Bogotá,2022-12-12 19:59:05.986496624,Basico,"1,72472E+18"
11264,Sofia,Torres,36,Cali,2022-12-13 02:33:23.900975244,Premium,
11265,Mariana,Lopez,64,MTY,2022-12-13 09:07:41.815453864,Basico,"1,72981E+18"
11266,Luis,Torres,23,,2022-12-13 15:41:59.729932484,Basico,
11267,Carlos,Garcia,33,Bogotá,2022-12-13 22:16:17.644411104,Basico,
11268,Luis,Torres,25,Bogotá,2022-12-14 04:50:35.558889724,Basico,"1,72048E+18"
11269,Mateo,Gomez,65,CDMX,2022-12-14 11:24:53.473368344,Premium,
11270,Ana,Gomez,35,CDMX,2022-12-14 17:59:11.387846964,Premium,
11271,Ana,Torres,69,Medellín,2022-12-15 00:33:29.302325584,Basico,
11272,Carlos,Gomez,65,Bogotá,2022-12-15 07:07:47.216804204,Basico,
11273,Ana,Gomez,60,Bogotá,2022-12-15 13:42:05.131282824,Basico,
11274,Ana,Torres,56,CDMX,2022-12-15 20:16:23.045761444,Basico,"1,73215E+18"
11275,Carlos,Ramirez,66,Cali,2026-05-10 00:00:00.000000000,Premium,"1,73344E+18"
11276,Mariana,Ramirez,66,Cali,2022-12-16 09:24:58.874718680,Premium,
11277,Mariana,Lopez,29,GDL,2022-12-16 15:59:16.789197300,Premium,
11278,Carlos,Gomez,62,Medellín,2022-12-16 22:33:34.703675920,Basico,
11279,Mateo,Torres,27,Cali,2022-12-17 05:07:52.618154540,Basico,
11280,Ana,Gomez,24,Medellín,2022-12-17 11:42:10.532633160,Basico,
11281,Ana,Garcia,63,MTY,2022-12-17 18:16:28.447111780,Basico,
11282,Mateo,Gomez,72,Medellín,2022-12-18 00:50:46.361590400,Basico,
11283,Mariana,Gomez,18,GDL,2022-12-18 07:25:04.276069020,Basico,"1,72238E+18"
11284,Sofia,Ramirez,66,MTY,2022-12-18 13:59:22.190547640,Basico,
11285,Sofia,Torres,53,GDL,2022-12-18 20:33:40.105026260,Basico,
11286,Sofia,Gomez,38,Bogotá,2022-12-19 03:07:58.019504876,Premium,"1,73241E+18"
11287,Mariana,Ramirez,54,CDMX,2022-12-19 09:42:15.933983496,Basico,
11288,Mariana,Lopez,69,,2022-12-19 16:16:33.848462116,Premium,"1,71876E+18"
11289,Mateo,Ramirez,41,MTY,2022-12-19 22:50:51.762940736,Basico,
11290,Ana,Ramirez,72,GDL,2022-12-20 05:25:09.677419356,Basico,
11291,Mateo,Ramirez,42,Bogotá,2022-12-20 11:59:27.591897976,Premium,
11292,Mateo,Gomez,24,GDL,2022-12-20 18:33:45.506376596,Basico,
11293,Mariana,Gomez,-999,Bogotá,2026-05-10 00:00:00.000000000,Premium,
11294,Sofia,Lopez,59,MTY,2022-12-21 07:42:21.335333836,Basico,
11295,Luis,Garcia,34,CDMX,2022-12-21 14:16:39.249812456,Basico,
11296,Ana,Garcia,46,GDL,2022-12-21 20:50:57.164291076,Basico,
